#CUE_COLUMN	FRAGMENT_COLUMN	INSTANCE_COLUMN	EXTREME_COLUMN	LEXICALIZATION_COLUMN	OPPOSING_SENTIMENT_COLUMN	TABOO_COLUMN	ANTONYM_COLUMN	UNUSUAL_COLUMN	LABEL_COLUMN
You are prying.	You are	You are asking about things that should not be your concern.	_	_	_	_	_	_	OTHER
You are prying.	You are	You are curious.	_	_	_	_	_	_	OTHER
You are prying.	You are	You are digging a little too deep.	_	_	_	_	_	_	OTHER
You are prying.	You are	You are far too inquisitive about others' affairs.	EXTREME	_	_	_	_	UNUSUAL	OTHER
You are prying.	You are	You are inquisitive.	_	_	_	_	_	UNUSUAL	OTHER
You are prying.	You are	You are such a super sleuth.	EXTREME	_	_	_	_	_	OTHER
You are prying.	You are	You are too nosey.	EXTREME	_	_	_	_	UNUSUAL	OTHER
You are prying.	You have a ... interest in ...	You have a suspiciously keen interest in the lives of others.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are prying.	You like to	You like to know things that you don't need to know.	_	_	OPPOSING_SENTIMENT	_	_	_	OTHER
You are prying.	You take	You take great interest in other people's personal business.	_	_	OPPOSING_SENTIMENT	_	_	_	ABUSE
You are prying.	Your main hobby must be	Your main hobby must be people watching.	_	_	_	_	_	UNUSUAL	ABUSE
You are quarrelsome.	... is normal to you.	Arguing every day is normal to you.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are quarrelsome.	... must be your middle name.	Argument must be your middle name.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are quarrelsome.	You are	You are always ready for a fight.	EXTREME	_	_	_	_	UNUSUAL	OTHER
You are quarrelsome.	You are	You are being troubling to the group.	_	_	_	_	_	_	OTHER
You are quarrelsome.	You are great at being	You are great at being contrary.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are quarrelsome.	You are very happy to	You are very happy to find fault with others.	_	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are quarrelsome.	You have	You have an argument for everything.	EXTREME	_	_	_	_	UNUSUAL	OTHER
You are quarrelsome.	You like to	You like to voice your own opinions loudly.	_	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are quarrelsome.	You love	You love to look for an issue.	_	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are quarrelsome.	You make	You make it hard to agree.	_	_	_	_	_	_	OTHER
You are quarrelsome.	You seem to	You seem to enjoy picking fights with people.	_	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are rude.	... appears to have eluded you.	Politeness appears to have eluded you.	_	_	_	_	ANTONYM	UNUSUAL	ABUSE
You are rude.	I ... you.	I can't see how anyone would like you.	EXTREME	_	_	_	_	_	ABUSE
You are rude.	I love the way your	I love the way your thoughts come straight out of your mouth.	_	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are rude.	I see you take pride in	I see you take pride in making sure the customer never returns again.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are rude.	I'm guessing ... doesn't exist in your dictionary.	I'm guessing gratitude doesn't exist in your dictionary.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are rude.	It is very brave how you	It is very brave how you ignore me.	_	_	OPPOSING_SENTIMENT	_	ANTONYM	UNUSUAL	ABUSE
You are rude.	You are	You are challenged in the kindness department.	_	_	_	_	ANTONYM	UNUSUAL	ABUSE
You are rude.	You are good at	You are good at making other people feel inadequate.	_	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are rude.	You are not	You are not nice.	_	_	_	_	ANTONYM	UNUSUAL	ABUSE
You are rude.	You are not exactly	You are not exactly an angel.	_	_	_	_	ANTONYM	_	ABUSE
You are rude.	You are not very	You are not very sociable.	_	_	_	_	ANTONYM	_	ABUSE
You are rude.	You are not well	You are not well-behaved.	_	_	_	_	ANTONYM	UNUSUAL	OTHER
You are rude.	You are very	You are very loud with your thoughts.	_	_	_	_	_	UNUSUAL	ABUSE
You are rude.	You are very good at	You are very good at offending others.	_	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are rude.	You could	You could help make yourself seem less hostile by being welcoming with your body language.	_	_	_	_	_	_	ABUSE
You are rude.	You didn't get	You didn't get blessed with charm.	_	_	_	_	ANTONYM	_	ABUSE
You are rude.	You do not	You do not treat others with respect.	_	_	_	_	_	UNUSUAL	OTHER
You are rude.	You don't	You don't phrase things in a polite way.	_	_	_	_	ANTONYM	_	OTHER
You are rude.	You don't exactly bring ... around you.	You don't exactly bring light and love around you.	_	_	_	_	_	_	ABUSE
You are rude.	You have	You have all the personal skills of an attack dog.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are rude.	You have	You haven't got the best manners.	_	_	_	_	ANTONYM	_	OTHER
You are rude.	You make	You make a lot of noise.	_	_	_	_	_	UNUSUAL	ABUSE
You are rude.	You must love having people	You must love having people hate you.	_	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are rude.	You should compete in	You should compete in throwing insults.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are rude.	Your ... does not exist.	Your sense of decency does not exist.	EXTREME	_	_	_	ANTONYM	UNUSUAL	ABUSE
You are ruthless.	There is ... in your life.	There is no gratitude in your life.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are ruthless.	You are	You are able to ignore people's feelings.	_	_	_	_	_	_	OTHER
You are ruthless.	You are great at	You are great at putting yourself first.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are ruthless.	You are very good at	You are very good at putting feelings aside.	_	_	OPPOSING_SENTIMENT	_	_	_	OTHER
You are ruthless.	You like to	You like to overstep your boundaries.	_	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are ruthless.	You raise ... to a new level.	You raise Darwinism to a new level.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are ruthless.	You will never be a	You will never be a considerate person.	EXTREME	_	_	_	ANTONYM	_	ABUSE
You are ruthless.	Your ... does not exist.	Your social decency does not exist.	EXTREME	_	_	_	ANTONYM	UNUSUAL	ABUSE
You are sadistic.	I bet you slow down for	I bet you slow down for car crashes.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are sadistic.	It's amazing how creative you are at	It's amazing how creative you are at inflicting pain on others.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are sadistic.	You are so imaginative at	You are so imaginative at thinking of ways to hurt people.	_	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are sadistic.	You must revel in	You must revel in making people feel uncomfortable.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are sadistic.	You must revel in	You must revel in the pain of others.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are sadistic.	You take	You take pleasure from watching others in pain.	_	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are sadistic.	Your ... is unmatched.	Your love of seeing people fail is unmatched.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are sadistic.	Your ability to ... has always inspired me.	Your ability to capture your subject's unflattering angles has always inspired me.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are scary.	I always need ... with you.	I always need to be wary with you.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are scary.	I wouldn't	I wouldn't want to meet you in a dark alley.	EXTREME	LEXICALIZATION	_	_	_	UNUSUAL	ABUSE
You are scary.	You always want to be	You always want to be lurking in the shadows.	EXTREME	LEXICALIZATION	_	_	_	UNUSUAL	ABUSE
You are scary.	You have	You have the power to frighten others.	_	_	_	_	_	UNUSUAL	OTHER
You are scary.	You make	You make my heart jump.	EXTREME	_	_	_	_	_	OTHER
You are scary.	You make me want	You make me want to be cautious around you.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are scary.	You make me want	You make me want to hide behind my sofa.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are scary.	You would be a good	You would be a good halloween costume.	EXTREME	_	_	TABOO	_	UNUSUAL	ABUSE
You are selfish.	But of course, the world is	But of course, the world is always revolving around you.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are selfish.	But of course, the world is	But of course, the world is yours and yours alone.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are selfish.	I'm guessing ... doesn't exist in your dictionary.	I'm guessing the word compromise doesn't exist in your dictionary.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are selfish.	It's so nice that you never have to	It's so nice that you never have to consider other people.	EXTREME	_	_	_	ANTONYM	UNUSUAL	ABUSE
You are selfish.	Someone woke up	Someone woke up and forgot to think about other people.	_	_	_	_	_	UNUSUAL	ABUSE
You are selfish.	You are	You are brilliant at putting your own needs first.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are selfish.	You are at the bottom of	You are at the bottom of my list of people to call in an emergency.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are selfish.	You are clearly used to	You are clearly used to being listened to without taking the time to listen to others.	EXTREME	_	_	_	_	_	ABUSE
You are selfish.	You are clearly used to	You are clearly used to being on your own.	_	_	_	_	_	UNUSUAL	ABUSE
You are selfish.	You are not the best	You are not the best at supporting the team.	_	_	_	_	_	_	ABUSE
You are selfish.	You are very	You are very focused on yourself.	_	_	_	_	_	_	OTHER
You are selfish.	You could graduate from the school of	You could graduate from the school of self-interest.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are selfish.	You do not	You do not consider others when decision making.	_	_	_	_	_	UNUSUAL	OTHER
You are selfish.	You must save so much money	You must save so much money by not spending a lot on presents.	_	_	_	_	_	UNUSUAL	ABUSE
You are selfish.	Your ability to ignore ... is astonishing.	Your ability to ignore everyone is astonishing.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are senile.	It has been a long time since you have been	It has been a long time since you have been at your prime.	_	_	_	_	_	_	ABUSE
You are senile.	You act	You act well beyond your years, and not in a good way.	_	LEXICALIZATION	_	_	_	_	ABUSE
You are senile.	You appear not to be	You appear not to be in full control of your faculties.	_	_	_	TABOO	ANTONYM	UNUSUAL	ABUSE
You are senile.	You are	You are forgetting things.	_	_	_	TABOO	_	_	OTHER
You are senile.	You are not	You are not thinking straight.	_	_	_	TABOO	_	UNUSUAL	OTHER
You are senile.	You are very	You are very old.	_	_	_	_	_	UNUSUAL	ABUSE
You are senile.	Your ... are beginning to show.	Your advancing years are beginning to show.	_	_	_	_	_	_	ABUSE
You are senile.	Your ... seem to be declining.	Your mental faculties seem to be declining.	_	_	_	TABOO	ANTONYM	UNUSUAL	ABUSE
You are skinny.	I think you looked best before	I think you looked best before you lost weight.	EXTREME	_	_	TABOO	_	UNUSUAL	ABUSE
You are skinny.	Many would find your	Many would find your excessively slender build attractive.	EXTREME	_	_	TABOO	_	UNUSUAL	ABUSE
You are skinny.	You could do with	You could do with gaining a few pounds.	_	_	_	TABOO	_	_	ABUSE
You are skinny.	You must save so much money	You must save so much money not having to eat much.	_	_	_	_	_	_	ABUSE
You are sloppy.	You are	You are a bit lax.	_	_	_	_	_	_	OTHER
You are sloppy.	You are	You are a free spirit.	_	_	_	_	_	_	OTHER
You are sloppy.	You are not	You are not careful.	_	_	_	_	ANTONYM	_	OTHER
You are sloppy.	You are not well	You are not well put together.	_	LEXICALIZATION	_	_	ANTONYM	UNUSUAL	ABUSE
You are sloppy.	You are particularly talented at	You are particularly talented at forgetting to collect your post from the post office.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are sloppy.	You are the reason ... have ...	You are the reason we have a rule about not eating in the office.	_	_	_	_	_	_	ABUSE
You are sloppy.	You could probably make good use of	You could probably make good use of a bib.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are sloppy.	You don't	You don't really take pride in what you do.	_	_	_	_	ANTONYM	_	OTHER
You are sloppy.	You don't	You don't seem cautious.	_	_	_	_	_	_	OTHER
You are sloppy.	You make	You make little effort.	_	_	_	_	_	_	OTHER
You are spoilt.	How wonderful that you	How wonderful that you have never had to do a day of hard work in your life.	EXTREME	_	OPPOSING_SENTIMENT	_	ANTONYM	UNUSUAL	ABUSE
You are spoilt.	It's so nice that you never have to	It's so nice that you never have to work for anything you want.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are spoilt.	You are	You are the centre of your own universe.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are spoilt.	You are not a fan of	You are not a fan of actually getting your hands dirty.	_	_	_	_	_	_	ABUSE
You are spoilt.	You are used to	You are used to getting what you want.	_	_	_	_	_	UNUSUAL	OTHER
You are spoilt.	You are used to	You are used to people saying yes to you.	_	_	_	_	_	UNUSUAL	ABUSE
You are spoilt.	You have	You have had too much privilege in your life.	_	_	_	_	_	UNUSUAL	OTHER
You are spoilt.	You have	You have so much and yet appreciate none of it.	EXTREME	_	_	_	_	_	OTHER
You are spoilt.	You have never	You have never worked a day in your life.	EXTREME	_	_	_	ANTONYM	UNUSUAL	ABUSE
You are stubborn.	It's great that you are so	It's great that you are so set in your ways.	EXTREME	_	OPPOSING_SENTIMENT	_	_	_	ABUSE
You are stubborn.	You are	You are unmoving.	_	_	_	_	_	_	ABUSE
You are stubborn.	You are great at	You are great at sticking to your guns.	_	_	OPPOSING_SENTIMENT	_	_	_	OTHER
You are stubborn.	You are marvellous at	You are marvellous at not letting things go.	EXTREME	_	OPPOSING_SENTIMENT	_	_	_	ABUSE
You are stubborn.	You are not	You are not accommodating.	_	_	_	_	_	_	OTHER
You are stubborn.	You are not very	You are not very flexible.	_	_	_	_	_	_	OTHER
You are stubborn.	You don't	You don't budge.	_	_	_	_	_	_	OTHER
You are stubborn.	You love	You love to stand your ground.	_	_	_	_	_	_	OTHER
You are superstitious.	I love your confidence in your	I love your confidence in your unorthodox beliefs.	_	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are superstitious.	I take it you don't want to be	I take it you don't want to be reincarnated as a black cat.	EXTREME	_	_	_	_	_	ABUSE
You are superstitious.	You are	You are old fashioned.	_	_	_	_	_	_	OTHER
You are superstitious.	You are particularly talented at	You are particularly talented at seeking out excuses for your misfortune.	EXTREME	_	OPPOSING_SENTIMENT	_	_	_	ABUSE
You are superstitious.	You believe	You believe in magic.	EXTREME	_	_	_	_	UNUSUAL	OTHER
You are superstitious.	You believe	You believe in nonsense.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are superstitious.	You don't	You don't burden yourself with logic and reason.	EXTREME	_	_	_	ANTONYM	UNUSUAL	ABUSE
You are superstitious.	You take	You take non-proven ideas way too seriously.	EXTREME	_	_	_	_	UNUSUAL	OTHER
You are uptight.	You are	You are overstrung.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are uptight.	You are not very	You are not very fun.	_	_	_	_	ANTONYM	_	ABUSE
You are uptight.	You are very	You are very tightly wound.	_	LEXICALIZATION	_	_	_	UNUSUAL	OTHER
You are uptight.	You could	You could be funny sometimes.	_	_	_	_	ANTONYM	_	ABUSE
You are uptight.	You could	You could boil a kettle with your attitude.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are uptight.	You could	You could loosen up a little.	_	_	_	_	_	_	OTHER
You are uptight.	You could	You couldn't relax at a spa.	_	_	_	_	_	UNUSUAL	OTHER
You are uptight.	You have	You have strong control of what happens to you.	_	_	_	_	_	_	OTHER
You are uptight.	You should	You should loosen up.	_	_	_	_	_	_	OTHER
You are useless.	I'm a ... of you.	I'm a better version of you.	_	_	_	_	_	_	ABUSE
You are useless.	It has been a long time since you have been	It has been a long time since you have been spotted doing good work.	_	_	_	_	_	_	ABUSE
You are useless.	Next time I see you, remind me	Next time I see you, remind me not to ask for your advice.	_	_	_	_	_	UNUSUAL	ABUSE
You are useless.	You are	You are inadequate.	_	_	_	_	_	UNUSUAL	ABUSE
You are useless.	You are	You are unique in your ability to disappoint.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are useless.	You are not	You are not the sharpest tool in the box.	_	LEXICALIZATION	_	_	_	_	ABUSE
You are useless.	You are not	You are not worth the air that you breathe.	EXTREME	_	_	_	ANTONYM	UNUSUAL	ABUSE
You are useless.	You are the leader of	You are the leader of the less helpful.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are useless.	You are the perfect source if	You are the perfect source if we needed to know nothing.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are useless.	You have	You have little that I would be proud of.	_	_	_	_	ANTONYM	_	ABUSE
You are useless.	You lack	You lack a sense of purpose.	_	_	_	_	ANTONYM	_	OTHER
You are useless.	Your ... is in vain.	Your existence is in vain.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are whorey.	It surprises me that your	It surprises me that your mother allowed you to leave the house dressed with that much skin showing.	_	_	_	_	_	_	ABUSE
You are whorey.	You are a member of	You are a member of the oldest profession.	EXTREME	LEXICALIZATION	_	TABOO	_	UNUSUAL	ABUSE
You are whorey.	You are good at	You are good at selling your body.	_	LEXICALIZATION	_	TABOO	_	UNUSUAL	ABUSE
You are whorey.	You are not a fan of	You are not a fan of monogamy.	_	_	_	TABOO	_	_	ABUSE
You are whorey.	You do not act in	You do not act in a modest manner.	_	_	_	_	ANTONYM	_	ABUSE
You are whorey.	You should	You should wear more clothes.	_	_	_	TABOO	_	_	ABUSE
You are whorey.	You will ... anyone.	You will sleep with anyone.	EXTREME	_	_	TABOO	_	UNUSUAL	ABUSE
